0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0.9411765,0.2631579,1,1,0.23809525,0.87500006,0.5,0.77272725,1,0.45833334,0.9473684,0.26086956,0.56521744,0.45833334,0.18181819,0.75000006,0.75,0.6666667,0.375,1,0.6363636,1,1,1,0.5714286,0.5,0.5555556,0.5,1,0.85714287,1,0.5,1,1,1,1,1,1,0.6,0.7894737,1,0.08695652,1,0.30769232,1,1,0.8,1,1,1,1,1,1,0.70000005,0.82608694,0.59090906,0.6666666,1,1,0.33333334,0.40000004,0.8181818,0.8125,0.95652175,1,0.7391304,0.4375,0.70000005,0.52380955,0.8095238,0.47619048,1,1,0.5,0.5833334,1,0.4117647,1,0.8947369,1,0.9166667,1,0.6666667,1,0.75,1,1,0.5294118,0.7391304,0.6666667,0.21739131,1,1,1,1,0.9411765,1,1,0.5555556,0.8333334,0.6666667,0.375,1,0.5,1,1,1,1,0.8181818,0.85,1,0.62499994,0.64705884,0.47368422,0.375,0.125,1,0.78571427,1,0.5,0.5294118,1,1,1,1,1,1,1,1,1,0.8,0.3846154,1,1,1,0.84615386,1,1,1,0.4782609,0.84210527,0.5652174,0.7368421,1,1,0.5217391,0.6111111,0.8235294,1,1,1,1,0.52380955,0.9000001,1,0.99999994,0.5714286,1,0.27272728,1,1,0.70000005,0.875,1,1,0.5,1,0.8125,0.40909094,1,0.6666667,0.36842105,1,0.88888896,1,0.89473677,0.8571429,0.39130434,1,1,1,0.90909094,0.5,0.923077,1,1,1,0.30434784,1,1,1,1,0.5294118,1,0.30434784,0.39130434,0.5217391,1,1,0.4545455,1,1,1,1,1,0.8333333,0.7777778,1,1,0.53333336,1,1,0.3888889,1,1,0.6956522,0.8333333,0.85,1,1,1,1,1,0.71428573,0.8636364,1,0.16666667,1,1,1,1,1,1,0.2631579,1,0.87500006,0.8000001,1,0.90909094,1,1,1,0.4666667,1,1,1,0.5625,1,0.5,1,1,1,0.6818182,1,1,1,0.4,1,1,1,1,0.8636364,1,1,1,1,0.25,1,1,0.85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8333334,0.9565217,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,0.95454544,1,0.7916667,1,0.26086956,1,0.45833334,0.3181818,1,0.91666675,1,1,1,0.90909094,1,1,1,0.5714286,1,0.9444445,0.5,1,1,1,0.65000004,1,1,1,1,1,1,0.8666667,1,1,0.21739131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,1,0.6666667,0.40000004,1,1,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.5,1,1,0.5882353,1,1,1,1,1,1,1,1,1,1,1,1,0.93333334,0.6956521,1,1,1,1,1,1,1,0.5555556,1,1,1,1,1,1,1,1,1,0.8181818,1,1,0.62499994,1,1,0.5625,0.375,0.7857143,1,1,0.68181825,1,1,1,1,1,1,1,1,1,1,1,0.84615386,1,1,1,1,1,1,1,0.4782609,1,1,0.57894737,1,1,0.7826087,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666667,0.47368422,1,1,1,1,0.35714287,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,0.5882353,1,0.30434784,0.39130434,1,1,1,1,1,1,1,1,1,0.8333333,0.8333333,1,1,1,1,1,0.3888889,0.7692308,1,1,1,0.90000004,1,1,1,0.9375,1,0.71428573,0.6818182,1,1,1,1,1,1,1,1,0.2631579,1,1,1,1,0.6363636,1,1,1,0.4666667,1,1,1,1,1,0.9166667,1,1,1,0.5,1,1,1,0.6,1,1,1,1,1,1,1,1,1,0.9166666,1,1,0.25,0.3529412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8333334,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,1,1,0.7916667,1,0.26086956,0.9565218,0.45833334,0.22727273,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.93333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,0.9230769,0.3888889,0.40000004,0.95454544,1,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.5,1,1,0.8235294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5555556,1,0.9047619,1,1,1,1,1,1,1,0.8181818,1,1,0.6666667,1,1,0.375,0.8333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7692308,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6521739,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666667,0.68421054,1,1,1,1,0.92857146,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,1,1,1,1,1,1,1,1,1,0.8333333,0.6111111,1,1,1,1,1,0.3888889,1,1,1,1,0.8000001,1,1,1,1,1,0.71428573,0.8636364,1,1,1,1,1,1,1,1,0.68421054,1,1,1,1,0.95454544,1,1,1,0.4666667,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.7058824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,0.9090909,1,0.7916667,1,0.26086956,1,0.45833334,1,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,0.6923077,0.72222227,0.40000004,1,1,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.8636364,1,1,0.5882353,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8695651,1,1,1,1,1,1,1,0.9444445,1,0.95238096,1,1,1,1,1,1,1,0.8181818,1,1,0.875,1,1,1,1,0.92857146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6086956,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666667,0.47368422,1,1,1,1,0.6428572,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,0.7826087,1,1,1,1,1,1,1,1,0.8333333,0.5555556,1,1,1,1,1,0.3888889,1,1,1,1,0.90000004,1,1,1,1,1,0.71428573,0.90909094,1,1,1,1,1,1,1,1,0.2631579,1,1,1,1,0.6363636,1,1,1,0.4666667,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,1,1,1,1,0.26086956,0.9130435,0.45833334,0.5,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.75,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,0.6923077,0.5,0.40000004,1,0.875,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.8636364,1,1,0.88235295,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7826086,1,1,1,1,1,1,1,0.6666667,1,1,1,1,1,1,1,1,1,0.8181818,1,1,1,1,1,0.625,0.87500006,0.92857146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84615386,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6956522,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666667,0.73684204,1,1,1,1,1,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,1,1,1,1,1,1,1,1,1,0.8333333,0.2777778,1,1,1,1,0.8636364,0.3888889,1,1,1,1,0.90000004,1,1,1,1,1,0.71428573,1,1,1,1,1,1,1,1,1,0.42105263,1,1,1,1,1,1,1,1,0.4666667,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85,0.5882353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,0.95454544,1,0.6666667,1,0.26086956,1,0.45833334,0.7727273,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.75,1,1,1,1,1,1,0.73333335,1,1,0.9130434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,0.6923077,0.9444445,0.40000004,1,1,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.72727275,1,1,0.5882353,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5217391,1,1,1,1,1,1,1,0.7777778,1,1,1,1,1,1,1,1,1,0.8181818,1,1,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6086956,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666667,0.78947365,1,1,1,1,1,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,0.82608694,1,1,0.5909091,1,1,1,1,1,0.8333333,0.2777778,1,1,1,1,1,0.3888889,1,1,0.6956521,1,0.8000001,1,1,1,1,1,0.71428573,1,1,1,1,1,1,1,1,1,0.42105263,1,1,1,1,0.7727273,1,1,1,0.4666667,1,1,1,1,1,0.5,1,1,1,0.6818182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,1,1,1,1,0.26086956,0.9565218,0.45833334,0.72727275,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.75,1,1,1,1,1,1,0.8666667,1,1,0.6956522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,1,0.5555556,0.40000004,1,0.875,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,1,1,1,0.7647059,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8260869,1,1,1,1,1,1,1,0.7777778,1,0.9047619,1,1,1,1,1,1,1,0.8181818,1,1,1,1,1,0.6875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99999994,1,1,1,1,1,0.7826086,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7083334,0.9473684,1,1,1,1,0.8571429,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,1,1,1,1,1,1,1,1,1,0.8333333,0.2777778,1,1,1,1,1,0.3888889,1,1,1,1,0.95000005,1,1,1,1,1,0.71428573,1,1,1,1,1,1,1,1,1,0.57894737,1,1,1,1,1,1,1,1,0.4666667,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70000005,0.5294118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,1,1,1,1,0.26086956,0.56521744,0.45833334,0.8181818,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.91304344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,1,0.9444445,0.40000004,1,1,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.9545455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8695651,1,1,1,1,1,1,1,0.72222227,1,0.85714287,1,1,1,1,1,1,1,0.8181818,1,1,1,1,1,0.9375,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4782609,1,1,1,1,1,0.7826087,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666667,1,1,1,1,1,1,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,1,1,1,1,1,1,1,1,1,0.8333333,0.2777778,1,1,1,1,1,0.3888889,0.84615386,1,1,1,0.8000001,1,1,1,1,1,0.71428573,1,1,1,1,1,1,1,1,1,0.68421054,1,1,1,1,1,1,1,1,0.4666667,1,1,1,1,1,0.5833333,1,1,1,0.6818182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.29411766,1,1,1,1,1,1,1,1,1,1,1,1,0.8500001,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
1,1,1,1,0.9411765,1,1,1,1,1,1,1,1,0.7916667,1,0.26086956,0.56521744,0.45833334,0.6363637,1,1,1,1,1,1,1,1,1,0.5714286,1,1,0.5,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.95652175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666,1,1,0.72222227,0.40000004,1,0.875,1,1,1,0.4375,1,0.52380955,0.8095238,1,1,1,0.8636364,1,1,0.8235294,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8260869,1,1,1,1,1,1,1,0.9444445,1,1,1,1,1,1,1,1,1,0.8181818,1,1,0.8333334,1,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7826087,1,1,0.8947368,1,1,0.8695651,0.6111111,1,1,1,1,1,1,1,1,1,0.5714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7083334,0.84210527,1,1,1,1,1,0.39130434,1,1,1,1,0.5,1,1,1,1,0.30434784,1,1,1,1,1,1,0.30434784,0.39130434,0.6956521,1,1,1,1,1,1,1,1,0.8333333,0.2777778,1,1,1,1,1,0.3888889,0.7692308,1,1,1,0.75000006,1,1,1,1,1,0.71428573,0.8181818,1,1,1,1,1,1,1,1,0.47368422,1,1,1,1,1,1,1,1,0.4666667,1,1,1,1,1,0.5833333,1,1,1,0.6363636,1,1,1,0.90000004,1,1,1,1,1,1,1,1,1,1,1,1,0.45,0.5882353,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.47826087,1,1,1,1,0.375,1,1,1,1
